"","Value","Count","MapCode","Name","Biome","Bioregion","Nat.1750km2","Nat.1990km2","Nat.2014km2","Nat.2018km2","Nat.2020km2","Nat.2022km2","Nat.2040ard_90.22","Natlost.2022km2","Natlost.90_22km2","SeconNat.2022km2","ArtWtrBodies.2022km2","Builtup.2022km2","Croplands.2022km2","Mines.2022km2","Plantation.2022km2","ARD14.22","ARD18.22","ARD20.22","ARD90.14","ARD90.18","ARD90.20","ARD90.22","EOOkm2","AOO occ","AOO1prc","PrcNat.2022","PrcNat.2040ard_1990.2022","PrcNatlost.2022","PrcNatlost.2040ard_90.22","PrcDeclyr90.22","PrcSeconNat.2022","PrcArtWtrBodies.2022","PrcBuiltup.2022","PrcCroplands.2022","PrcMines.2022","PrcPlantation.2022","Status90.22","EOOstatus.size","AOOstatus.size","A2b","A3","B1i","B2i","RLEcore","ThrExcl.core","Basis.RLEcore"
"347",347,32615,"SKs12","Namaqualand Spinescent Grassland","Succulent Karoo","Namaqualand Sandveld Bioregion",469.9188,428.0064,426.6132,423.9748,423.7104,423.5744,421.08,46.3444,0.0103549853460134,30.5276,0.0192,1.7736,13.6972,0.1464,0.1804,0.379849999999998,0.100099999999998,0.0679999999999836,0.0580499999999991,0.143985714285713,0.1432,0.138499999999999,2431.9782696969,21,19,90,98,10,2,0,6,0,0,3,0,0,"Stable","EN","EN","LC","LC","LC","LC","LC","",""
"348",348,13963,"SKs13","Klawer Sandy Shrubland","Succulent Karoo","Namaqualand Sandveld Bioregion",201.1392,130.9808,115.4832,110.298,108.2736,108.1596,95.32,92.9796,0.174233170052405,22.8692,0.2684,2.4588,66.8312,0.078,0.474,0.91545,0.534600000000001,0.0570000000000022,0.645733333333333,0.738671428571428,0.756906666666666,0.7131625,853.552296216675,12,12,54,73,46,27,0.5,11,0,1,33,0,0,"Decline","CR","EN","LC","LC","CR","EN","CR","CR","B1i"
"349",349,58278,"SKs14","Namaqualand Heuweltjie Strandveld","Succulent Karoo","Namaqualand Sandveld Bioregion",838.8928,664.3864,651.1224,645.406,644.8544,643.8884,632.36,195.0044,0.0308525279867257,41.5176,0.1036,3.9824,144.2156,5.1252,0.06,0.90424999999999,0.379399999999976,0.483000000000004,0.552666666666667,0.67787142857143,0.651066666666664,0.640562499999998,6694.11585208496,56,48,77,95,23,5,0.1,5,0,0,17,1,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"350",350,37225,"SKs2","Northern Richtersveld Yellow Duneveld","Succulent Karoo","Namaqualand Sandveld Bioregion",536.1028,528.9608,528.7704,525.6832,525.5012,524.9168,522.64,11.186,0.00764517900003173,2.2296,0,1.0584,0,7.898,0,0.481700000000004,0.191600000000022,0.292200000000037,0.00793333333333142,0.117057142857139,0.115319999999997,0.126374999999999,819.151201874512,16,14,98,99,2,1,0,0,0,0,0,1,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"351",351,23014,"SKs3","Southern Richtersveld Yellow Duneveld","Succulent Karoo","Namaqualand Sandveld Bioregion",331.3896,309.2236,308.1316,303.9048,303.7192,302.7784,299.15,28.6112,0.0208431697968719,4.1504,0,0.0028,0,24.458,0,0.669150000000002,0.281600000000012,0.470400000000012,0.0454999999999994,0.189957142857141,0.183479999999999,0.2014125,683.620757417969,14,11,91,97,9,3,0.1,1,0,0,0,7,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"352",352,31172,"SKs4","Richtersveld Sandy Coastal Scorpionstailveld","Succulent Karoo","Namaqualand Sandveld Bioregion",449.0616,443.7956,443.2764,441.9048,441.7652,441.484,440.18,7.5776,0.00520870418724295,1.6316,0,0.272,0,5.674,0,0.224050000000005,0.105200000000011,0.140600000000006,0.0216333333333315,0.0675285714285699,0.0676799999999995,0.0722375,1235.79451189868,20,19,98,99,2,1,0,0,0,0,0,1,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"353",353,39344,"SKs5","Richtersveld Red Duneveld","Succulent Karoo","Namaqualand Sandveld Bioregion",566.0976,566.0272,565.8828,565.7064,565.7044,565.6828,565.49,0.4148,0.000608451325307248,0.0196,0,0.0848,0,0.3104,0,0.0249999999999915,0.00589999999999691,0.0107999999999606,0.00601666666666745,0.0114571428571415,0.010760000000001,0.0107624999999985,993.293492428223,18,15,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"354",354,8572,"SKs6","Oograbies Plains Sandy Grassland","Succulent Karoo","Namaqualand Sandveld Bioregion",123.3036,123.1832,123.1832,122.8336,122.828,122.7932,122.57,0.5104,0.00316601614505875,0.0632,0,0.244,0,0.2032,0,0.0487500000000001,0.0101000000000013,0.0174000000000021,0,0.0124857142857141,0.0118399999999999,0.0121875,213.944100012207,7,5,100,100,0,0,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"355",355,218824,"SKs7","Namaqualand Strandveld","Succulent Karoo","Namaqualand Sandveld Bioregion",3151.7688,2613.6448,2571.924,2545.6124,2543.1624,2540.1404,2498.79,611.6284,0.0281233318314714,219.452,1.2552,12.3704,338.6264,39.1772,0.7472,3.97294999999997,1.36799999999994,1.51099999999997,1.73836666666667,2.42972857142857,2.34941333333333,2.29701249999999,13861.9718789423,103,94,81,96,19,4,0.1,7,0,0,11,1,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"356",356,60297,"SKs8","Namaqualand Coastal Duneveld","Succulent Karoo","Namaqualand Sandveld Bioregion",868.0816,757.6864,752.8332,734.1228,732.4304,727.2716,710.16,140.81,0.0401416733888849,25.4688,0.3776,3.2452,0.0036,111.7148,0,3.1952,1.71279999999999,2.57939999999996,0.202216666666667,0.841557142857145,0.84186666666667,0.9504625,2566.35929468311,38,32,84,94,16,6,0.1,3,0,0,0,13,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"357",357,63750,"SKs9","Namaqualand Inland Duneveld","Succulent Karoo","Namaqualand Sandveld Bioregion",917.3712,905.462,891.7832,886.9492,886.2312,884.6956,873.01,32.6756,0.0229345902975497,18.2012,0.1728,1.3308,5.1572,7.8128,0.0008,0.885949999999994,0.563400000000001,0.767799999999966,0.569950000000001,0.661171428571428,0.641026666666668,0.648949999999999,6937.70620599146,58,48,96,96,4,4,0.1,2,0,0,1,1,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"358",358,7063,"SKt1","Western Bushmanland Klipveld","Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion",101.7808,101.7684,101.7684,101.3456,101.3344,101.3308,101.08,0.45,0.0042999595159205,0.0864,0,0.3452,0,0.0184,0,0.0547000000000004,0.00370000000000203,0.00180000000000291,0,0.0150999999999998,0.0144666666666666,0.0136750000000001,877.071321654907,11,7,100,99,0,1,0,0,0,0,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"359",359,530059,"SKt2","Hantam Karoo","Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion",7632.58,7359.0216,7340.0576,7316.68,7315.4656,7313.1344,7287.32,319.4456,0.00623550282825642,147.9072,3.9112,24.6444,140.8124,1.4352,0.7352,3.36540000000002,0.886400000000094,1.16560000000027,0.790166666666664,1.51219999999999,1.45186666666665,1.433975,11398.7460610643,122,120,96,99,4,1,0,2,0,0,2,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"360",360,372081,"SKt3","Roggeveld Karoo","Succulent Karoo","Trans-Escarpment Succulent Karoo Bioregion",5357.9712,5253.1612,5242.8956,5226.168,5224.4716,5222.7292,5205.61,135.242,0.00579308322006182,64.292,10.164,12.1068,47.3512,0.7612,0.5668,2.52080000000001,0.859699999999975,0.871200000000044,0.427733333333322,0.964042857142853,0.95631999999999,0.950999999999993,12514.7906931028,104,99,97,99,3,1,0,1,0,0,1,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"361",361,37554,"SKv1","Doringrivier Quartzite Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",540.732,470.4496,455.65,451.17,449.6588,448.0112,435.39,92.7208,0.0476956511388255,39.2964,0.724,1.3968,50.9392,0.1116,0.2528,0.95485,0.789700000000011,0.823800000000006,0.61665,0.688557142857141,0.693026666666666,0.7012,4077.19654429553,28,25,83,93,17,7,0.1,7,0,0,9,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"362",362,16680,"SKv10","Little Karoo Quartz Vygieveld","Succulent Karoo","Rainshadow Valley Karoo Bioregion",240.1164,230.822,229.7384,226.5908,226.3836,226.2536,223.68,13.8628,0.0197918742580863,6.212,0.2908,1.7684,5.57,0.014,0.0076,0.435600000000001,0.0842999999999989,0.0649999999999977,0.0451499999999996,0.151114285714286,0.147946666666667,0.1427625,4425.72344582178,36,29,94,97,6,3,0.1,3,0,1,2,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"363",363,109628,"SKv11","Eastern Little Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",1578.5424,1414.1488,1397.6732,1374.5412,1371.4696,1369.2056,1343.93,209.3368,0.031781096869014,66.4632,5.0044,27.232,108.5812,1.7016,0.3544,3.55844999999999,1.33389999999997,1.13199999999995,0.686483333333333,1.41455714285714,1.42264,1.404475,4792.90219326898,55,52,87,95,13,5,0.1,4,0,2,7,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"364",364,177424,"SKv13","Prince Albert Succulent Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",2555.2824,2526.7024,2523.4544,2515.8464,2514.8536,2513.9632,2506.8,41.3192,0.00504182843218892,16.438,6.678,7.8784,10.148,0.0952,0.0816,1.18639999999999,0.47079999999994,0.445199999999886,0.135333333333335,0.387714285714294,0.394960000000007,0.398099999999999,5523.53336877881,63,59,98,99,2,1,0,1,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"365",365,55106,"SKv14","Steytlerville Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",793.332,776.2336,774.0308,771.2176,770.396,769.2848,765.38,24.0472,0.00895194436314018,11.0884,1.472,6.7548,4.5064,0.204,0.0216,0.593249999999998,0.483199999999982,0.55559999999997,0.0917833333333344,0.17914285714286,0.194586666666669,0.21715,3467.87489265097,44,39,97,99,3,1,0,1,0,1,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"366",366,38860,"SKv2","Swartruggens Quartzite Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",559.404,558.9572,557.3996,557.2228,557.1888,557.1512,556.14,2.2528,0.00323101661450989,1.7192,0.2148,0.0696,0.2272,0.022,0,0.0310499999999934,0.0178999999999974,0.0187999999999988,0.0648999999999991,0.0619428571428549,0.0589466666666643,0.0564374999999977,1742.31421931677,27,23,100,99,0,1,0,0,0,0,0,0,0,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
"367",367,64478,"SKv3","Agter-Sederberg Shrubland","Succulent Karoo","Rainshadow Valley Karoo Bioregion",928.5532,907.3388,905.4448,903.302,903.1752,902.9972,900.56,25.556,0.00478498219187802,12.1704,0.1716,0.6776,12.4736,0.0032,0.0596,0.305949999999996,0.0762,0.0889999999999986,0.0789166666666669,0.144171428571428,0.138786666666666,0.135674999999999,3069.11865047107,38,32,97,99,3,1,0,1,0,0,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"368",368,91542,"SKv4","Tanqua Escarpment Shrubland","Succulent Karoo","Rainshadow Valley Karoo Bioregion",1318.3564,1314.9212,1314.8212,1313.9096,1313.7188,1313.5608,1312.8,4.7956,0.0010345867113558,3.5544,0.1,0.7252,0.4068,0.002,0.0072,0.157550000000015,0.0871999999999957,0.0790000000000646,0.00416666666666288,0.036128571428573,0.0400799999999966,0.0425125000000008,5583.85709968237,49,45,100,100,0,0,0,0,0,0,0,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"369",369,485286,"SKv5","Tanqua Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",6988.3268,6945.3912,6941.8892,6927.0724,6925.6812,6923.9264,6911.85,64.4004,0.00309050986213703,31.4108,1.6056,9.6808,20.6928,0.9384,0.072,2.24534999999992,0.786499999999933,0.877399999999852,0.145916666666684,0.654242857142857,0.657000000000001,0.670774999999992,13660.2922007902,132,125,99,100,1,0,0,0,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"370",370,327345,"SKv6","Koedoesberge-Moordenaars Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",4714.4908,4690.2228,4687.1996,4677.1148,4676.0256,4674.8752,4666.24,39.6156,0.00327225393215844,19.0232,2.1356,9.0252,8.4948,0.7724,0.1644,1.54054999999994,0.559899999999971,0.575199999999768,0.125966666666651,0.468142857142831,0.473239999999987,0.479612499999973,9133.32015100842,88,85,99,99,1,1,0,0,0,0,0,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"371",371,45367,"SKv7","Robertson Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",653.3212,530.5472,512.4092,499.6976,497.5324,496.2868,477.02,157.0344,0.0645755928972954,43.2412,4.7384,21.22,86.7316,0.39,0.7132,2.0153,0.852699999999999,0.622799999999984,0.755749999999997,1.10177142857143,1.10049333333333,1.0706375,2839.77920338965,30,26,76,90,24,10,0.2,7,1,3,13,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"372",372,285344,"SKv8","Western Little Karoo","Succulent Karoo","Rainshadow Valley Karoo Bioregion",4109.0708,3974.3944,3959.072,3936.3816,3933.6468,3931.8216,3907.87,177.2492,0.0107117703265685,70.1756,4.92,14.9436,86.106,0.6576,0.4464,3.40629999999999,1.13999999999999,0.912599999999884,0.638433333333334,1.3576,1.35825333333334,1.3304,10270.5529238162,100,93,96,98,4,2,0,2,0,0,2,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"373",373,463319,"SVcb1","Dwaalboom Thornveld","Savanna","Central Bushveld Bioregion",6651.5988,5423.4552,5225.024,5179.7048,5125.8652,5108.9764,4932.08,1542.6224,0.0579849539459643,661.0404,14.0168,40.2676,783.5948,41.7524,1.9504,14.5059500000001,17.6821000000002,8.44440000000031,8.26796666666667,8.70537142857142,9.91966666666667,9.82746250000002,18752.654435079,178,173,77,91,23,9,0.2,10,0,1,12,1,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"374",374,100136,"SVcb10","Gauteng Shale Mountain Bushveld","Savanna","Central Bushveld Bioregion",1442.1404,1053.1888,995.8536,940.756,929.8192,919.6444,844.53,522.496,0.126800057121762,158.8776,2.4784,100.95,178.4584,15.9108,65.8208,9.52615,5.27789999999999,5.0874,2.38896666666666,4.01545714285714,4.11232,4.1732625,15532.9990731028,66,59,64,80,36,20,0.4,11,0,7,12,1,5,"Decline","EN","LC","LC","LC","EN","LC","EN","EN","B1i"
"375",375,228212,"SVcb11","Andesite Mountain Bushveld","Savanna","Central Bushveld Bioregion",3285.5912,2650.1084,2567.8628,2515.042,2506.7248,2493.5868,2405.54,792.0044,0.0590623387330118,216.6852,16.7788,171.3688,343.4892,4.8476,38.8348,9.28449999999998,5.36379999999997,6.56899999999996,3.42690000000001,4.82380000000001,4.77945333333334,4.8913,43222.9019559682,159,141,76,91,24,9,0.2,7,1,5,10,0,1,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"376",376,1207187,"SVcb12","Central Sandy Bushveld","Savanna","Central Bushveld Bioregion",17384.1068,12067.8308,11320.6572,11061.3196,10912.6372,10862.7248,10184.85,6521.382,0.0998610288768715,2117.1972,113.6276,1612.1692,2600.3436,21.2956,56.7488,57.24155,49.6487000000002,24.9561999999996,31.1322333333333,35.9468285714285,38.5064533333333,37.6595625,41984.0582745299,333,319,62,84,38,16,0.3,12,1,9,15,0,0,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"377",377,143467,"SVcb13","Loskop Mountain Bushveld","Savanna","Central Bushveld Bioregion",2066.324,1955.3416,1938.8324,1926.7972,1922.622,1920.438,1900.8,145.886,0.0178503848125565,68.3272,5.6728,40.8388,25.6904,1.7808,3.576,2.29929999999999,1.58979999999997,1.09199999999998,0.687883333333332,1.01944285714286,1.09065333333333,1.0907375,6608.4185699491,70,64,93,97,7,3,0.1,3,0,2,1,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"378",378,52786,"SVcb14","Loskop Thornveld","Savanna","Central Bushveld Bioregion",759.8664,461.9064,452.5128,446.5488,441.6652,441.2636,429.65,318.6028,0.0446904394483385,157.3256,25.4696,14.3256,119.9204,0.4084,1.1532,1.40615,1.32130000000001,0.200800000000015,0.3914,0.548485714285714,0.674706666666666,0.645087500000001,1990.4967119353,25,25,58,93,42,7,0.1,21,3,2,16,0,0,"Stable","CR","VU","LC","LC","LC","LC","LC","",""
"379",379,499889,"SVcb15","Springbokvlakte Thornveld","Savanna","Central Bushveld Bioregion",7198.1736,3327.4528,3020.698,2939.9516,2868.9392,2856.338,2591.34,4341.8356,0.141584217212638,1192.362,22.9216,417.766,2691.1688,8.6852,8.932,20.545,20.9033999999999,6.3005999999998,12.78145,13.8393285714286,15.2837866666667,14.7223375,13510.9311121957,133,121,40,78,60,22,0.4,17,0,6,37,0,0,"Decline","EN","LC","LC","VU","EN","LC","EN","EN","B1i"
"380",380,839966,"SVcb16","Western Sandy Bushveld","Savanna","Central Bushveld Bioregion",12078.364,10217.468,10025.3584,9946.396,9917.3456,9881.1164,9691.92,2197.2476,0.0329192711932154,943.4416,32.2516,565.4556,641.804,7.9344,6.3604,18.0302499999998,16.3199,18.1145999999999,8.00456666666673,9.68114285714286,10.00408,10.5109875,34130.7298269227,278,267,82,95,18,5,0.1,8,0,5,5,0,0,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"381",381,618112,"SVcb17","Waterberg Mountain Bushveld","Savanna","Central Bushveld Bioregion",8901.1692,8338.4312,8275.2828,8242.708,8216.7336,8214.676,8145.06,686.4932,0.0148415447740339,377.294,9.8008,22.3068,257.71,10.1432,9.2384,7.57585000000017,7.00800000000027,1.02880000000005,2.63118333333333,3.41868571428573,4.05658666666671,3.86735000000004,20752.3497618202,191,183,92,98,8,2,0,4,0,0,3,0,0,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"382",382,451140,"SVcb18","Roodeberg Bushveld","Savanna","Central Bushveld Bioregion",6496.3444,5388.4536,5198.794,5146.2256,5109.2424,5101.7688,4940.51,1394.5756,0.0532035387666695,568.9732,5.7236,198.062,616.1272,1.6248,4.0648,12.12815,11.1142,3.73680000000013,7.90248333333333,8.651,9.30703999999999,8.9589,10479.1241247204,102,98,79,92,21,8,0.2,9,0,3,9,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"383",383,834889,"SVcb19","Limpopo Sweet Bushveld","Savanna","Central Bushveld Bioregion",12021.6744,11171.7804,10882.8976,10786.6324,10702.0064,10665.6676,10380.98,1356.0068,0.0453027880855946,387.9072,5.0928,109.6924,806.122,38.2192,8.9732,27.1537499999999,30.2411999999999,18.1693999999998,12.0367833333333,13.7552857142857,15.6591333333333,15.816025,26707.38076267,193,182,89,93,11,7,0.1,3,0,1,7,0,0,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"384",384,76889,"SVcb2","Madikwe Dolomite Bushveld","Savanna","Central Bushveld Bioregion",1107.4996,1085.12,1078.7872,1076.932,1076.1928,1075.8564,1070.65,31.6432,0.00853693600707756,11.1324,0.1348,12.464,6.188,1.3244,0.3996,0.366350000000011,0.268900000000031,0.16820000000007,0.263866666666663,0.292428571428567,0.297573333333329,0.2894875,6998.74008590137,42,41,97,99,3,1,0,1,0,1,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"385",385,702119,"SVcb20","Makhado Sweet Bushveld","Savanna","Central Bushveld Bioregion",10110.9056,7031.6488,6494.3128,6348.7948,6254.0432,6219.694,5762.97,3891.2116,0.115471466663693,1573.738,12.1684,582.3788,1624.2536,33.0864,65.5864,34.3273499999999,32.2751999999998,17.1745999999998,22.389,24.3876428571429,25.9201866666667,25.3735875,15276.4723495444,153,146,62,82,38,18,0.4,16,0,6,16,0,1,"Decline","EN","LC","LC","LC","EN","LC","EN","EN","B1i"
"386",386,288045,"SVcb21","Soutpansberg Mountain Bushveld","Savanna","Central Bushveld Bioregion",4147.7536,3261.5308,3098.984,3070.4988,3052.8756,3045.298,2923.67,1102.4556,0.0662979481904633,359.4028,11.9308,306.3916,159.08,0.3616,265.2888,6.71075000000002,6.30020000000002,3.78880000000004,6.77278333333334,6.82257142857143,6.95517333333334,6.75727500000001,8540.51393279212,82,79,73,90,27,10,0.2,9,0,7,4,0,6,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"387",387,44,"SVcb22","VhaVenda Miombo","Savanna","Central Bushveld Bioregion",0.5964,0.5732,0.5324,0.5324,0.5272,0.5272,0.5,0.0692,0.0802512212142359,0.0692,0,0,0,0,0,0.000649999999999998,0.0013,0,0.0017,0.00145714285714286,0.00153333333333333,0.0014375,1.13614319091797,2,0,88,87,12,13,0.3,12,0,0,0,0,0,"Stable","CR","CR","LC","LC","LC","LC","LC","",""
"388",388,308734,"SVcb23","Polokwane Plateau Bushveld","Savanna","Central Bushveld Bioregion",4445.348,2891.456,2695.1728,2621.9916,2531.1288,2519.2304,2309.85,1926.1176,0.128732929015693,567.652,7.3224,571.2632,767.2868,7.6704,4.9228,21.9928,25.6903,5.94920000000002,8.17846666666668,9.62372857142858,12.0109066666667,11.63205,6851.41324012994,76,71,57,80,43,20,0.4,13,0,13,17,0,0,"Decline","EN","LC","LC","LC","EN","LC","EN","EN","B1i"
"389",389,46297,"SVcb24","Mamabolo Mountain Bushveld","Savanna","Central Bushveld Bioregion",666.9116,607.1512,601.4932,598.2312,597.0156,596.7356,590.88,70.176,0.0171548701542549,33.088,0.3576,19.3684,13.5592,0.5772,3.2256,0.594700000000003,0.373899999999992,0.139999999999986,0.235750000000001,0.318571428571431,0.337853333333336,0.325487500000001,6737.0682895271,49,40,89,97,11,3,0.1,5,0,3,2,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"390",390,61901,"SVcb25","Poung Dolomite Mountain Bushveld","Savanna","Central Bushveld Bioregion",891.3064,843.2032,833.5852,828.3548,826.5632,823.992,813.19,67.3144,0.0227835947491661,19.1708,0.0484,24.324,22.7288,0.4736,0.5688,1.19915,1.0907,1.28560000000004,0.400750000000002,0.530300000000003,0.554666666666666,0.600350000000002,5826.59578478943,40,37,92,96,8,4,0.1,2,0,3,3,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"391",391,138873,"SVcb26","Ohrigstad Mountain Bushveld","Savanna","Central Bushveld Bioregion",2000.0748,1812.9024,1771.558,1758.4236,1749.5504,1747.9496,1711.41,252.1252,0.0358280732597629,62.1356,1.116,70.8464,111.444,1.0488,5.5344,2.95105000000001,2.61850000000004,0.800400000000081,1.72268333333333,1.94567142857142,2.11173333333333,2.029775,8376.35159142395,63,57,87,94,13,6,0.1,3,0,4,6,0,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"392",392,175200,"SVcb27","Sekhukhune Plains Bushveld","Savanna","Central Bushveld Bioregion",2522.8672,1614.5016,1304,1260.1108,1222.7936,1210.0876,982.6,1312.7796,0.250488447951987,344.9344,3.7628,433.1804,498.5852,32.2264,0.0904,11.73905,12.5058,6.35299999999995,12.9375666666667,12.6568142857143,13.0569333333333,12.6379375,4652.12400654175,57,51,48,61,52,39,0.8,14,0,17,20,1,0,"Decline","EN","LC","VU","VU","EN","LC","EN","EN","B1i"
"393",393,160845,"SVcb28","Sekhukhune Mountain Bushveld","Savanna","Central Bushveld Bioregion",2316.1128,1971.658,1859.38,1826.5736,1815.7928,1809.8716,1718.87,506.2412,0.0820560157999004,126.628,20.948,143.9676,185.626,29.0236,0.048,6.18855000000002,4.1755,2.9606,4.67824999999999,5.18158571428571,5.19550666666666,5.055825,6060.18928751782,56,51,78,87,22,13,0.3,5,1,6,8,1,0,"Stable","EN","LC","LC","LC","LC","LC","LC","",""
"394",394,26938,"SVcb29","Central Sandy Mountain Bushveld","Savanna","Central Bushveld Bioregion",388.1764,376.318,374.9576,374.0532,373.9272,373.6336,372.12,14.5428,0.00713332872729974,7.4432,0.3636,2.89,3.3672,0.3172,0.1616,0.165500000000002,0.104900000000001,0.146800000000013,0.0566833333333321,0.0808857142857136,0.0796933333333319,0.0838874999999994,3340.10696903601,28,22,96,99,4,1,0,2,0,1,1,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"395",395,92721,"SVcb3","Zeerust Thornveld","Savanna","Central Bushveld Bioregion",1332.006,948.776,916.3664,897.7196,894.3864,889.7036,856.48,442.3024,0.0622616929601928,183.6272,14.4584,89.6576,149.1976,0.9452,4.4164,3.33284999999999,2.00399999999999,2.34139999999996,1.3504,1.82344285714285,1.81298666666667,1.8460125,5673.76866455072,51,48,67,90,33,10,0.2,14,1,7,11,0,0,"Stable","EN","VU","LC","LC","LC","LC","LC","",""
"396",396,288883,"SVcb4","Dwarsberg-Swartruggens Mountain Bushveld","Savanna","Central Bushveld Bioregion",4122.5996,3746.1772,3706.8212,3674.7208,3666.6644,3661.7436,3614.25,460.856,0.022538602818895,198.934,7.8308,62.794,147.7084,9.8028,33.786,5.63470000000001,3.24430000000007,2.46040000000016,1.63983333333334,2.55201428571429,2.65042666666667,2.63855000000001,21014.8513659231,155,142,89,96,11,4,0.1,5,0,2,4,0,1,"Stable","VU","LC","LC","LC","LC","LC","LC","",""
"397",397,25536,"SVcb5","Pilanesberg Mountain Bushveld","Savanna","Central Bushveld Bioregion",367.1088,360.8872,360.3708,359.8836,359.838,359.796,359.18,7.3128,0.00302365947032761,3.5596,0.068,3.6576,0,0.0004,0.0272,0.0718499999999977,0.0219000000000023,0.021000000000015,0.021516666666668,0.0358428571428573,0.0349733333333328,0.0341000000000005,564.25088702533,10,9,98,100,2,0,0,1,0,1,0,0,0,"Stable","CR","EN","LC","LC","LC","LC","LC","",""
"398",398,158743,"SVcb6","Marikana Thornveld","Savanna","Central Bushveld Bioregion",2285.0604,977.64,822.2788,731.9676,723.288,709.0276,557.93,1576.0328,0.274755942882861,570.574,27.1344,514.8972,360.322,76.6624,26.4428,14.1564,5.73499999999999,7.1302,6.47338333333333,8.77401428571429,8.4784,8.3941375,6428.38341795001,54,49,31,57,69,43,0.9,25,1,23,16,3,1,"Decline","EN","VU","VU","VU","EN","VU","EN","EN","B1i"
"399",399,34117,"SVcb7","Norite Koppies Bushveld","Savanna","Central Bushveld Bioregion",491.3292,414.8288,387.7004,369.7936,366.6716,360.8888,330.55,130.4404,0.130029544718207,38.2736,2.2764,60.8352,12.1688,16.0768,0.8096,3.35145,2.22620000000001,2.8914,1.13035,1.6084,1.60524,1.685625,3261.52655714587,41,31,73,80,27,20,0.4,8,0,12,2,3,0,"Decline","EN","VU","LC","LC","EN","VU","EN","EN","B1i"
"400",400,127258,"SVcb8","Moot Plains Bushveld","Savanna","Central Bushveld Bioregion",1833.3808,1027.8732,933.0292,857.7376,849.2756,843.3588,739.57,990.022,0.179510857954075,300.1812,26.1784,244.4124,335.3876,19.814,64.0484,11.2088,3.59470000000002,2.95840000000004,3.95183333333334,6.07627142857143,5.95325333333333,5.766075,8110.48089117242,72,64,46,72,54,28,0.6,16,1,13,18,1,3,"Decline","EN","LC","LC","VU","EN","LC","EN","EN","B1i"
